item_id,not_eye_witness_in,not_eye_witness_out,informative_in,informative_out,y_in,y_out,y,tokens
754,3,0,3,0,3,0,0, breakingstorm hurricanesandy update center storm moving toward cape may newjersey nhcatlantic tcos4otj1kk
755,3,0,2,1,2,1,0,sandy one57 cranecollapse tcoeskru1f3 nyc nativeicons nyskyline
756,2,1,2,1,1,2,1, mattginella home sweet home still standing thought lucky sandy nyc tcosh67xvys
757,3,0,0,3,0,3,0, angelelaine5 might competition sandy see blow
758,3,0,0,3,0,3,0,        sandy     7    26 prayforusa tcoycvz0fub
759,3,0,3,0,3,0,0,probably good time talk climatechange  tcojcfttabd via good sandy frankenstorm
760,3,0,3,0,3,0,0, katiecouric problem w generatorshoping traffic issue rt nytmetro bellevue hospital nyc evacuating 500 patient tcopoqefmdx
761,3,0,0,3,0,3,0,jillblack would love play sandy say otherwise
762,3,0,3,0,3,0,0, icnany re nyc need post sandy nonemergency assistance call u 646820icna 4262 ll try address need
763,3,0,3,0,3,0,0, linkinpark musicforrelief raising fund hurricanesandy recovery effort donation made tcobgc3kixb
764,3,0,3,0,3,0,0,metro rail bus service resume tuesday morning metroaccess suspended tuesday sandy
765,3,0,2,1,2,1,0,unclerush insult bloomberg homeless nyc sandy mansion la stfu tconcelfgtb
766,3,0,1,2,1,2,0,everyone middle hurricanesandy hope safe   
767,2,1,3,0,2,1,1,picture storm sandy resident begin clear debris tcojvyryhaz
768,3,0,1,2,1,2,0,google news obama declara zona de desastre em nova york e nova jersey por  ltimo segundo ig tcop7ye4aav
769,3,0,2,1,2,1,0, alexeicarreon okay sandy let stop playing game give wifi back
770,3,0,2,1,2,1,0, brooklynvegan cant sleep work tomorrow park slope armory shelter need new volunteer midnight 8am 15thst btwn 7th 8th ave sandy
771,3,0,2,1,2,1,0, beltrew u affected haiti s homeless earthquake victim say  misery  sandy kill 52 tcoe5lhel0l
772,3,0,2,1,2,1,0,sad west village halloween parade cancelled  totally understand sandy westvillagehalloweenparade sadtimes
773,2,1,3,0,2,1,1, philradford greenpeace exclusive dramatic photo hurricanesandy aftermath tcoiozrxm4x via sharethis
774,2,1,0,3,0,3,0,would love die yet thanks sandy
775,3,0,3,0,3,0,0, breakingstorm national weather service reporting 24foot sea newjersey ahead hurricanesandy cnnbrk tcof5mpaoci
776,3,0,0,3,0,3,0,yougainpoints lol  great treat tco704uboo2
777,3,0,0,3,0,3,0,  mikeftw heckuva job brownie tcokksdrvvg fb
778,3,0,3,0,3,0,0,instagram photo show superstormsandy s drenching path damage tcog9iothpv tcoxcuqh6hp
779,3,0,0,3,0,3,0,candy yall ass sandy
780,3,0,0,3,0,3,0,obama laugh butt tcoxawneegn
781,3,0,1,2,1,2,0,domino romo hurricanesandy tcohvhbbmqg
782,3,0,1,2,1,2,0,nt avenger saving nyc sandy
783,3,0,2,1,2,1,0, whiteboyposts many people taking hurricanesandy joke twitter turn news realize s idiots people dying nt joke
784,4,0,3,1,3,1,0, supermanhotmale presidentobama great president moving swiftly make sure people get help need sandy
785,3,0,0,3,0,3,0, zeldman   bliss normality hour  sandy glamorous zeldman com tcoshyxv8hp
786,3,0,2,1,2,1,0,desolate windy wet southbronx hurricanesandy nyc nypd 41st precinct tcofsb7dcex
787,3,0,2,1,2,1,0,damage hurricanesandy dont even scratch service damage caused tcoxyqcglvo
788,3,0,3,0,3,0,0, latimes newyork city marathon threatened aftermath super storm sandy tcov72bs8fc
789,3,0,0,3,0,3,0,nyc basically fn crazy tco7hub8rdx
790,3,0,0,3,0,3,0, realskipbayliss lebron s hairline blown back even sandy
791,3,0,2,1,2,1,0, ajaybhatoa hurricanesandy actually hit many country usa thought go caribbean affected
792,3,0,3,0,3,0,0, khalsir gurdwaras turned shelter home sandyhit area united state time india mobile tco4fyej23x
793,3,0,0,3,0,3,0,sandy perfectstorm frankenstorm nyc storm hurricanesandy hurricane eastcoast gqe newyorkcity wea tcohdegyaav
794,3,0,3,0,3,0,0, amazingatheist sandy breaking flood record threatening nyc s subway system afford elect man belief disasterrelief  immoral 
795,3,0,3,0,3,0,0,austin disasterrelief network know ll long road hurricanesandy youtube tcojt8xgnol
796,3,0,0,3,0,3,0, coatgs romney obama2012 breaking romney call honey boo boo donate  go go  juice instead money sandy relief
797,3,0,1,2,1,2,0, conservativepod hey mikebloomberg many gun protecting family power sandy nyc guncontrol
798,3,0,0,3,0,3,0, naosalvo s eu estou muito confuso tco3x93n7jc ab furaco sandy
799,3,0,2,1,2,1,0,continue safe sandy check near neighborlylove community
800,3,0,0,3,0,3,0,someone let know result divorcecourt show interrupted duehurricane sandy
801,3,0,0,3,0,3,0,praying people breezy point queen home three summer thank fdny sandy
802,3,0,1,2,1,2,0,unmatched location colony cove condo sale direct waterfront view overlook white sandy beach  tcoeaursmkl
803,3,0,0,3,0,3,0, tvmcgee somewhere world right roland emmerich giving sandy note better lethal storm
804,3,0,1,2,1,2,0, acarvin somebody get ali velshi fishing net catch dinner crew reporting live air sandy
805,3,0,1,2,1,2,0,watching news sandy hitting nyc shocking
806,3,0,1,2,1,2,0,damn said hurricanesandy twice big irene smh
807,3,0,0,3,0,3,0,hear sandy
808,3,0,0,3,0,3,0,hurricanesandy  nature way temper tantrum hope worst nyc
809,3,0,1,2,1,2,0, yaboypaulryan obama hate white people sandy
810,3,0,0,3,0,3,0, 1990teresa  odiomistweets huracn sandy arrastra 2 tiburones hasta elmetro de newjersey impactante tcofwvaecwy 
811,3,0,3,0,3,0,0, southerntalker mikebloomberg  pres obama job going area sandy caused much damage american hope welcome visit nyc
812,3,0,3,0,3,0,0, bsspunit1 waterfilled entrance battery park tunnel manhattan tcoxq1qd8hr sandy nyc nyc
813,3,0,0,3,0,3,0, milenagimon miren sandy en ny tremenda imagen delhuracn parece el  da dela independencia 2  tcoa9qmh4yt
814,2,1,3,0,2,1,1,traumatic picture hoboken path station awful tcovx26uaxk nyc sandy
815,3,0,0,3,0,3,0,tu la ramene avec toi ou koi blackro sandy rt  nyahmakeida sandy nyc hopeeveryone safe 
816,3,0,0,3,0,3,0,maybe ultimate campaign would donate raised election s contribute forward disasterrelief mondragon hurricanesandy
817,2,1,1,2,0,3,0, 23tjb superstormsandy m gunna definitely need thunder buddy
818,3,0,0,3,0,3,0,taking nap attempt start day continued prayer nyc recover rebuild sandy
819,3,0,0,3,0,3,0, ritaora hate sandy
820,3,0,0,3,0,3,0,laiguanatv sandy  caus estragos en cuba hait  pero fue noticia hasta llegar usa tcoxyaxpm0a va laiguanatv 
821,3,0,0,3,0,3,0, englisharab                sandy    tco7kxhelw8
822,3,0,0,3,0,3,0, tilahh exclu totale une photo de sandy  newyork tcocfa0p63j
823,3,0,3,0,3,0,0,obama focus sandy aftermath scrapping campaign plan guardian tcodexfnryd
824,3,0,3,0,3,0,0, redcross 1 wayhelp donateblood abt 300 drive cancelled shortfall almst 9000 unit tco9nrf13gn sandy
825,3,0,0,3,0,3,0, kevinhart4real prayer go family eastcoast affectedhurricane  sandy 
826,3,0,0,3,0,3,0,furaco sandy
827,3,0,0,3,0,3,0,hopeeveryone massachusetts new hampshre survived sandy unscathed prayer nyc newjersey
828,3,0,3,0,3,0,0, brokelyn volunteer post updated armory info park slope woman s shelter opportunity red hook tco5e75n9t3
829,3,0,3,0,3,0,0, krystalball1 ha  jamilsmith nothing add rt ajjaffe bush s former fema director say obama acted  quickly  sandy tcoajycewjz
830,3,0,3,0,3,0,0, hcsandy massive volunteer ops list growing tcoaboohcec sandy hurricanesandy sandyrelief sandyvolunteer sandyaid nyc nj ct ne
831,3,0,2,1,2,1,0,nyc close almost bridge tunnel btw manhattan outside world done scale since 911 think tcoetjnwtjx
832,2,1,3,0,2,1,1, ckennedypr re following hurricanesandy s nyc look every 60 sec view tco4lrsqctd
833,3,0,1,2,1,2,0, latinovoices el bloombito return sandy bear check mayor michael bloomberg s hilarious spanish  tcosup3b4it
834,3,0,2,1,2,1,0, romansmelniks neticams skats rt frocean taken earlier today amazing sandy tcoveltjryo
835,3,0,3,0,3,0,0, recordjournal re updating photo gallery continuously photo sandy coast  tcorpw5si2r
836,3,0,2,1,2,1,0, peta eastcoast frankenstorm sandy make way pls remember 2 look 4 wanderinglost injured animal tip tcoh24cjeje
837,3,0,0,3,0,3,0,fuck sandy tcoh77hfwqq
838,3,0,0,3,0,3,0,hurricanesandy twitter isnt funny really fucking annoying thisisserious
839,3,0,1,2,1,2,0,fuckin sandy
840,3,0,3,0,3,0,0, seb66 tcodvs8mn19 sandy
841,3,0,0,3,0,3,0,30octptiday eid pakistan little thing window phone 8 hurricanesandy pti cricket haan may allah trending pakistan
842,3,0,1,2,1,2,0,gma remember vote mittromney called fema immoral want privatize undecidedvoter vote2012 sandy climatechange
843,3,0,3,0,3,0,0, newyorker brownstone brooklyn shelter sandy tcopcgdnwf5 sandy
844,3,0,0,3,0,3,0, nicholasleon  ve never met bitch named sandy nt need good dicking  samantha jones talking hurricane victim
845,3,0,3,0,3,0,0, hlntv construction crane dangles nyc tcoc2ukkim8
846,3,0,0,3,0,3,0,eh pues que elhuracn se llama cono yo  sandy qumono
847,3,0,2,1,2,1,0, couchsessions crazy rt michaelmiraflor starbucks free wifi become critical infrastructure many nyc without service sandy
848,3,0,3,0,3,0,0,statueofliberty sandy hurricanesandy nyc tco0kllh6ml via twitpic
849,3,0,3,0,3,0,0, ryotnews ny mayor announces 10000 911 call per half hour  call lifethreatening emergency drive go outside  sandy
850,3,0,2,1,2,1,0,newyorkpost empty timesquare nyc sandy timesquare tcowdvsfqwt via johndeguzman
851,1,2,1,2,1,2,0,anxiously watching storm window sandy tcotjxytjez
852,3,0,0,3,0,3,0,sandy la france propose son aide aprs le passage de louragan louragan na pa fait de victime franaise  tcoynyzoa4p
853,3,0,3,0,3,0,0, ryotnews photo slideshow update sandy aftermath instagram tconif0hul6 nyc nj
854,3,0,0,3,0,3,0,0
855,3,0,1,2,1,2,0,huracn sandy golpea nyc tco71iqbxps
856,3,0,3,0,3,0,0,aktivix power restored colo need physical access site engineer nyc bridge closed still sandy
857,3,0,0,3,0,3,0,nmero de muertos por  sandy  en eu se eleva 29 tco5fac9gug
858,3,0,3,0,3,0,0,hurricanesandy haiti emergency aid plea disaster pile upon disaster guardian tcoyoxmeequ
859,4,0,1,3,1,3,0, occupywallst insurance capitalist answer effort mutual aid community sandy
860,3,0,1,2,1,2,0, enablingcity calling thing true name  rebecca solnit destruction world climate greed tcoswrab0dr v rkeil sandy
861,3,0,0,3,0,3,0, jmdelar imgenes de sandy entrando la costa del este de estados unidos que dios no ayude todos tcodj5ybzta
862,3,0,0,3,0,3,0,soo happy home week thanks sandy getting away del state
863,3,0,0,3,0,3,0,happyhalloween wow suck specific tcoqmustohz
864,3,0,2,1,2,1,0, romneystormtips folk vacation home go higher ground borrow one parent sandy
865,3,0,3,0,3,0,0, dartmouth hurricanesandy pass region dartmouth fully operational today 1030 class event held planned
866,4,0,0,4,0,4,0, lactualaloupe sandy le autorits dconseillent twitter pour alerter le secours tcokk3xynpu via numerama
867,3,0,3,0,3,0,0,jerseyshore trailer still stand much else celebrate hurricanesandy world damage  tcohsilmypy
868,3,0,0,3,0,3,0, fieldelanation sy retrouver parmi le vraies et fausses photo de nyc sandy tco0dcy2ewt cc eleanorrugby
869,2,1,2,1,2,1,0,chillen sandy  hurricanesandy flatbush brooklyn hood bored random nyc nycstreet urban stree tcofn5ldeen
870,2,1,2,1,1,2,1, akhozissova nyc sandy tcolx3fzd7o
871,3,0,0,3,0,3,0,favorite part sandy far awful live tv reporting sandy2012
872,3,0,0,3,0,3,0,would thought hurricane shutting half nyc even thing praying nycnj friend tcoisdx4t4n
873,3,0,2,1,2,1,0,gap criticized insensitive tweet hurricanesandy tco3jxarsyf
874,3,0,3,0,3,0,0, aflcio hopeeveryone safe sound resource help aftermath hurricanesandy tcooouqvxou
875,3,0,0,3,0,3,0,heart belongs sandy  tcooq0fjdfz
876,3,0,0,3,0,3,0,guess best time dmv folk blame everything hurricanesandy even aint got nothing sandy  isokay
877,3,0,3,0,3,0,0, maddow lost wifi phone still work slate explainer using phone wifi hotspot tcoodak9abe sandy
878,3,0,3,0,3,0,0, gma four zoo nyc say single animal injured sandy via laraspencer
879,3,0,0,3,0,3,0,bosen male suntuk
880,3,0,3,0,3,0,0,wow mess sandy made sure check elderly homeless please thoughtprayer affected
881,3,0,3,0,3,0,0,one many tree across nyc post sandy houston near nyu news10abc tco5kww1wzt
882,3,0,2,1,2,1,0,npr odds postponing presidential election nil  nyse opening 2moro  take sandy
883,3,0,2,1,2,1,0,divine protection everyone affectedhurricane sandy
884,2,1,1,2,0,3,0,beyond sandy want power
885,2,1,3,0,2,1,1,every seen nyc quiet eerie photo show huge newyork transportation hub abandoned duehurricane sandy tcopngxc7ix sandy
886,3,0,3,0,3,0,0,last day donateblood 9000 pint blood cancelled sandy help u boost blood supply beat mtsu
887,3,0,2,1,2,1,0, xamdinha  hsandyupdates crazy man jet sky hudson river hurricanesandy tcoea6thwzu yolo
888,2,1,3,0,2,1,1, garywhitta s latest amazing totally notfaked photo sandy approaching nyc tcoeg7kzuqx
889,2,1,3,0,2,1,1,video sandy largest storm atlantic million resident northeast united state  tcorwg44vej bbc update
890,3,0,0,3,0,3,0,le newjersey et le delaware inonds tcoqnipep3m sandy
891,3,0,0,3,0,3,0, jeffreyjyourboy nt need education hurricanesandy
892,3,0,1,2,1,2,0, dpittmanppw hurricanesandy approaching nyc tcosvp8wvpe day tomorrow come true sandy look scary
893,3,0,3,0,3,0,0,aftermath smh sandy tco9uuyekki
894,3,0,0,3,0,3,0, montclairprobs 3 day thank sandy
895,3,0,2,1,2,1,0, greatbibleverse cornelius  gave many donation people prayed god constantly act 102 please donate help hurricanesandy victim
896,2,1,1,2,1,2,0, dopeysmom new post thankful higher ground tcoa9pppuw7 nyc sandy
897,4,0,4,0,4,0,0, nathanphelpspg flightstats inc report 17062 flight north america canceled since saturday result hurricanesandy
898,3,0,2,1,2,1,0,hopeeveryone okay nyc newjersey wherever else effected hurricanesandy caused much damge
899,3,0,3,0,3,0,0,tcojhp0ctk0 instagram 10 photo second sandy
900,1,2,2,1,0,3,1,rode hurricanesandy work 8am monday 10 tuesday wild first hurricane ever ridden  tco5npxtw4k
901,3,0,0,3,0,3,0,hurricanesandy pah survived hurricane bawbag
902,3,0,3,0,3,0,0, redcross 1 wayhelp donateblood abt 300 drive cancelled shortfall almst 9000 unit tco6xbj7ycr sandy
903,1,2,2,1,1,2,0,block oceanave eastflatbush flatbush brooklyn nyc hurricanesandy sandy s stay tcomlvxikcw
904,3,0,3,0,3,0,0, rtcom watch nyc mayor michael bloomberg  press conference hurricanesandy live tcog12br6xl
905,3,0,2,1,2,1,0,hopeeveryone safe well sandy marketing perspective it  good time look disaster planning campaign
906,3,0,1,2,1,2,0,aftermath hurricanesandy snow damn s crazy
907,1,2,1,2,0,3,0, mattmelvin lastnight sandy flooded street rain today start causing fire stop raining dick hurricane trolling u
908,3,0,0,3,0,3,0, sandyshurricane da fuq named hurricanesandy tho looklike dat lesbian bitch spongebob
909,3,0,1,2,1,2,0,rachaelrayshow nt air live weather update nyers see 3 show missed sandy
910,3,0,0,3,0,3,0, dariosardone chiss come staranno newyork  poveretti maledetto uragano sandy
911,3,0,3,0,3,0,0, cnnbrk least 62 million customer still withoutpower sandy official say tcow3bswlbl
912,3,0,1,2,1,2,0,hola soy sandy vengo mataros
913,3,0,0,3,0,3,0, ostrander13 rip every rat nyc sandy
914,3,0,1,2,1,2,0,camera cutting lydia calas shine today sandy nyc
915,3,0,3,0,3,0,0,sandy nyc s worst hurricane since founding 1624 tco5yzm8cep sandy nyc superstorm
916,3,0,3,0,3,0,0, bw 15733 us flight grounded  watch tco5mdv6zc9 sandy
917,4,0,3,1,3,1,0, judofficial un response center recognized jud main ngo providing relief detailed contact list hafiz saeed sandy
918,3,0,3,0,3,0,0, sandyupdate getting first report window blown building  from new london conn sandy updatesandy
919,2,1,3,0,2,1,1,nut rtnewyorkpost newyork city never sleep  hurricance sandy nyc tcoefn6ofrt
920,3,0,0,3,0,3,0,hurricanesandy cheek
921,3,0,3,0,3,0,0,rat rt reuters knew coming  rat newyork city sandy story livescience tcovrebqt8h
922,3,0,1,2,1,2,0, flight8 game canceled tmr damn sandy
923,3,0,0,3,0,3,0, khrossofficial sending love northeast go easy u sandy
924,3,0,0,3,0,3,0,pensaba que era alguna pelcula de hollywood pero e una foto real delhuracn sandy en nuevayork hoy tcozhqrauiq
925,2,1,2,1,1,2,1,sandy harlem tcoof0ln5zd
926,3,0,0,3,0,3,0, bethenny sandy definition shit storm sandyisashitstorm
927,3,0,1,2,1,2,0, cantbeliebit hurricanesandy better take away electricity named motherfucking spongebob character ugh
928,1,2,3,0,1,2,1, sotirisdanezis city never sleep go dark photo nyc blackout sandy tcoolxfqkne
929,3,0,3,0,3,0,0, daddyyankee need safe place stay shelter info avail hurricane app tcoh0m8fpqk tco0uk5urjh sandy
930,3,0,3,0,3,0,0,twchurricane mayorbloomberg 1000 report downed tree problem debris nyc sandy
931,3,0,3,0,3,0,0, 911buff nyc taxi pick multiple passenger make sure lc plate report 311ppl sadly taking advantage sandy 911buff
932,3,0,0,3,0,3,0,taurus true fact alien spotted away north coroline  tco3pe7d8bu
933,3,0,1,2,1,2,0,sandy going swallow binkyfufu17 dont go work
934,3,0,3,0,3,0,0,ravage sandy image 1 tcougbdsvu8
935,3,0,1,2,1,2,0,michael brown said obama  responded fast  hurricanesandy relief mean must damn good job heckuvajob
936,2,1,1,2,1,2,0,hurricanesandy looklike recreating day tomorrow something
937,3,0,2,1,2,1,0,tcokzmcumkp broad channel station line wow sandy nyc
938,3,0,3,0,3,0,0,us met office issue stark warning hurricanesandy upgraded british summer
939,3,0,0,3,0,3,0, pastorsergio refusing allow  sandy  shade shine read word speak word tcomsxznmx3
940,3,0,3,0,3,0,0,photo hurricanesandy ny tcovtdpgije
941,3,0,0,3,0,3,0, jasonpollock rt re glad barackobama running country sandy instead man think federal disasterrelief  immoral 
942,3,0,0,3,0,3,0, sudornelles imprensa nacional ainda no divulgou noticia da suspenso despejo do guaraniskaiowaspq esto cobrindo sandy
943,3,0,3,0,3,0,0, abc7news rt doughillabc7 hurricanesandy moved almost 100 mile past 3 hour landfall 6 hour sooner forecast morning
944,3,0,3,0,3,0,0, capitalweather atlantic gulf stream injected fuel hurricanesandy gain energy cold front tcordnml7ba
945,2,1,0,3,0,3,0, mercypiguet take picture view show guy hurricanesandy real
946,3,0,3,0,3,0,0, washingtonpost federal government closed tuesday metro rail bus service suspended tco9gti7uyu
947,2,1,2,1,1,2,0, spacelambs sandy shark swimming around street newjersey  tcolwppfg5u
948,3,0,0,3,0,3,0, lisescribanogom increble elhuracn sandy en newyork tcowdnaaqe3
